,label_0,freq_0,label_1,freq_1,label_2,freq_2,label_3,freq_3,label_4,freq_4,label_5,freq_5
352,"('High-sensitivity Kinetic Inductance Detectors for CALDER', 'Measuring the polarization of electromagnetic fields using Rabi-rate measurements with spatial resolution: experiment and theory')",2.0,"('Social media mining for identification and exploration of health-related information from pregnant women', 'Interactions between Health Searchers and Search Engines')",2,"('Composition Factors of Tensor Products of Symmetric Powers', 'On codimension two flats in Fermat-type arrangements')",2.0,"('Tensor Robust Principal Component Analysis with A New Tensor Nuclear Norm', 'An Improved Modified Cholesky Decomposition Method for Inverse Covariance Matrix Estimation')",2.0,"('Response to Comment on ""Cell nuclei have lower refractive index and mass density than cytoplasm""', 'Refractive index measurements of single, spherical cells using digital holographic microscopy')",2.0,,
353,"('Yonsei evolutionary population synthesis (YEPS). II. Spectro-photometric evolution of helium-enhanced stellar populations', 'The Massive CO White Dwarf in the Symbiotic Recurrent Nova RS Ophiuchi')",2.0,"('Static Free Space Detection with Laser Scanner using Occupancy Grid Maps', 'Automatic Extrinsic Calibration for Lidar-Stereo Vehicle Sensor Setups', 'Probabilistic Surfel Fusion for Dense LiDAR Mapping')",2,"('Genus growth in $\\mathbb{Z}_p$-towers of function fields', 'HPD-invariance of the Tate, Beilinson and Parshin conjectures')",2.0,"('Training Neural Networks Using Features Replay', 'Born Again Neural Networks')",2.0,"('Dynamics of the brain extracellular matrix governed by interactions with neural cells', 'Gain control with A-type potassium current: IA as a switch between divisive and subtractive inhibition')",2.0,,
354,"('Spinor analysis', 'Effect of magnetization on the tunneling anomaly in compressible quantum Hall states')",2.0,"('Accurate Motion Estimation through Random Sample Aggregated Consensus', 'DepthSynth: Real-Time Realistic Synthetic Data Generation from CAD Models for 2.5D Recognition')",2,"('Flatness results for nonlocal minimal cones and subgraphs', 'Willis Theory via Graphs')",2.0,"('Triplet Network with Attention for Speaker Diarization', 'Attention Solves Your TSP, Approximately')",2.0,"('Protein Pattern Formation', 'Temperature-dependent non-covalent protein-protein interactions explain normal and inverted solubility in a mutant of human gamma D-crystallin')",2.0,,
355,"('Fast and high-accuracy measuring technique for transmittance spectrum in VIS-NIR', 'Laser Interferometer Space Antenna')",2.0,"('Adaptive Diffusion Processes of Time-Varying Local Information on Networks', 'A supervised approach to time scale detection in dynamic networks', 'On Efficiently Detecting Overlapping Communities over Distributed Dynamic Graphs', 'Detecting Topological Changes in Dynamic Community Networks', 'Persistent Spread Measurement for Big Network Data Based on Register Intersection', 'Dynamic Laplace: Efficient Centrality Measure for Weighted or Unweighted Evolving Networks')",2,"('Lagrangian fibers of Gelfand-Cetlin systems', 'The Tutte embedding of the mated-CRT map converges to Liouville quantum gravity')",2.0,"('The effect of prior probabilities on quantification and propagation of imprecise probabilities resulting from small datasets', 'A depth-based method for functional time series forecasting')",2.0,"('Deciphering noise amplification and reduction in open chemical reaction networks', 'Mechanism Deduction from Noisy Chemical Reaction Networks', 'Joining and decomposing reaction networks', 'Tier structure of strongly endotactic reaction networks')",2.0,,
356,"('A Case for an Atmosphere on Super-Earth 55 Cancri e', 'The nature of the progenitor of the M31 North-western stream: globular clusters as milestones of its orbit')",2.0,"('On the letter frequencies and entropy of written Marathi', 'BanglaLekha-Isolated: A Comprehensive Bangla Handwritten Character Dataset')",2,"('The list chromatic number of graphs with small clique number', 'Do triangle-free planar graphs have exponentially many 3-colorings?')",2.0,"('Bayesian Uncertainty Estimation for Batch Normalized Deep Networks', 'Fast, Better Training Trick -- Random Gradient')",2.0,"('Competing evolutionary paths in growing populations with applications to multidrug resistance', 'When few survive to tell the tale: thymus and gonad as auditioning organs: historical overview')",2.0,,
357,"('Probing valley filtering effect by Andreev reflection in zigzag graphene nanoribbon', 'Tuning quantum non-local effects in graphene plasmonics', 'Reassessing Graphene Absorption and Emission Spectroscopy')",2.0,"('Planar Graph Perfect Matching is in NC', 'Fully-Dynamic and Kinetic Conflict-Free Coloring of Intervals with Respect to Points')",2,"('Belyi map for the sporadic group J1', 'On Chern number inequality in dimension 3')",2.0,"('Probing for sparse and fast variable selection with model-based boosting', 'Stability Enhanced Large-Margin Classifier Selection', 'Extrema-weighted feature extraction for functional data')",2.0,"('Unveiling ADP-binding sites and channels in respiratory complexes: Validation of Murburn concept as a holistic explanation for oxidative phosphorylation', 'A Novel Model of Cancer-Induced Peripheral Neuropathy and the Role of TRPA1 in Pain Transduction')",2.0,,
358,"('Quasi two-dimensional Fermi surface topography of the delafossite PdRhO$_2$', 'CMB anisotropies at all orders: the non-linear Sachs-Wolfe formula')",2.0,"('A Semantic Cross-Species Derived Data Management Application', 'HSTREAM: A directive-based language extension for heterogeneous stream computing')",2,"('Experimental Evidence on a Refined Conjecture of the BSD type', 'On a binary system of Prendiville: The cubic case')",2.0,"('The Risk of Machine Learning', 'A Dynamic-Adversarial Mining Approach to the Security of Machine Learning')",2.0,"('Linear compartmental models: input-output equations and operations that preserve identifiability', 'Ensemble Inhibition and Excitation in the Human Cortex: an Ising Model Analysis with Uncertainties')",2.0,,
359,"('Interlayer coupling and gate-tunable excitons in transition metal dichalcogenide heterostructures', 'Photo-Induced Bandgap Renormalization Governs the Ultrafast Response of Single-Layer MoS2')",2.0,"('Scholars on Twitter: who and how many are they?', 'Wiki-index of authors popularity', '""i have a feeling trump will win.................."": Forecasting Winners and Losers from User Predictions on Twitter', ""Analysis of Political Party Twitter Accounts' Retweeters During Japan's 2017 Election"")",2,"('Local methods for blocks of finite simple groups', 'Bounding the composition length of primitive permutation groups and completely reducible linear groups', ""Cherlin's conjecture for almost simple groups of Lie rank 1"")",2.0,"('Model comparison for Gibbs random fields using noisy reversible jump Markov chain Monte Carlo', 'Parameter Estimation in Mean Reversion Processes with Periodic Functional Tendency')",2.0,"('Computational and informatics advances for reproducible data analysis in neuroimaging', 'Seemless Utilization of Heterogeneous XSede Resources to Accelerate Processing of a High Value Functional Neuroimaging Dataset')",2.0,,
360,"('Pr$_2$Ir$_2$O$_7$: when Luttinger semimetal meets Melko-Hertog-Gingras spin ice state', 'Unified Treatment of Spin Torques using a Coupled Magnetisation Dynamics and Three-Dimensional Spin Current Solver', 'Holon Wigner Crystal in a Lightly Doped Kagome Quantum Spin Liquid', 'Magnetization dynamics of weakly interacting sub-100 nm square artificial spin ices')",2.0,"('Randomly coloring simple hypergraphs with fewer colors', 'Computing maximum cliques in $B_2$-EPG graphs', 'Planar Graph Perfect Matching is in NC')",2,"('Construction of constant mean curvature n-noids using the DPW method', 'The Kellogg property and boundary regularity for p-harmonic functions with respect to the Mazurkiewicz boundary and other compactifications')",2.0,"('Fast and Scalable Bayesian Deep Learning by Weight-Perturbation in Adam', 'Neural Architecture Search with Bayesian Optimisation and Optimal Transport')",2.0,"(""Jensen's force and the statistical mechanics of cortical asynchronous states"", 'Mean-field modeling of the basal ganglia-thalamocortical system. II. Dynamics of parkinsonian oscillations')",2.0,,
361,"('A Closer Look at the Alpha Persei Coronal Conundrum', 'Interplay of dust alignment, grain growth and magnetic fields in polarization: lessons from the emission-to-extinction ratio')",2.0,"('Optimal Input Placement in Lattice Graphs', 'GraphCombEx: A Software Tool for Exploration of Combinatorial Optimisation Properties of Large Graphs', 'Three hypergraph eigenvector centralities', 'Construction of Directed 2K Graphs')",2,"('$G 1$-smooth splines on quad meshes with 4-split macro-patch elements', 'Any cyclic quadrilateral can be inscribed in any closed convex smooth curve')",2.0,"('An Information-Theoretic Analysis for Thompson Sampling with Many Actions', 'Complexity Results for MCMC derived from Quantitative Bounds')",2.0,"('Scalar Reduction of a Neural Field Model with Spike Frequency Adaptation', 'Nerve impulse propagation and wavelet theory')",2.0,,
362,"('Synchronous Observation on the Spontaneous Transformation of Liquid Metal under Free Falling Microgravity Situation', 'Levitation of non-magnetizable droplet inside ferrofluid')",2.0,"('Local Algorithms for Hierarchical Dense Subgraph Discovery', 'Improved Algorithms for Computing the Cycle of Minimum Cost-to-Time Ratio in Directed Graphs')",2,"('Lipschitz regularity of solutions to two-phase free boundary problems', 'Existence and regularity of positive solutions of quasilinear elliptic problems with singular semilinear term')",2.0,"('Tensor Robust Principal Component Analysis with A New Tensor Nuclear Norm', 'Identifying and Alleviating Concept Drift in Streaming Tensor Decomposition')",2.0,"('Analysis of Sequence Polymorphism of LINEs and SINEs in Entamoeba histolytica', 'Fast Characterization of Segmental Duplications in Genome Assemblies')",2.0,,
363,"('A short-orbit spectrometer for low-energy pion detection in electroproduction experiments at MAMI', 'The Future of RICH Detectors through the Light of the LHCb RICH', 'First On-Site True Gamma-Ray Imaging-Spectroscopy of Contamination near Fukushima Plant', 'Measurement of the muon-induced neutron seasonal modulation with LVD')",2.0,"('LAAIR: A Layered Architecture for Autonomous Interactive Robots', 'Improvement of training set structure in fusion data cleaning using Time-Domain Global Similarity method')",2,"('Geometric counting on wavefront real spherical spaces', 'Differential relations for almost Belyi maps')",2.0,"('Efficient sampling of conditioned Markov jump processes', 'Resampling Strategy in Sequential Monte Carlo for Constrained Sampling Problems')",2.0,"('Superregular grammars do not provide additional explanatory power but allow for a compact analysis of animal song', 'Aspiration dynamics generate robust predictions in structured populations')",2.0,,
364,"('Topology of Large-Scale Structures of Galaxies in Two Dimensions - Systematic Effects', 'Constraining the Milky Way assembly history with Galactic Archaeology. Ludwig Biermann Award Lecture 2015')",2.0,"('An attentive neural architecture for joint segmentation and parsing and its application to real estate ads', 'Automated flow for compressing convolution neural networks for efficient edge-computation with FPGA', 'Structured Neural Summarization', 'Compiling Deep Learning Models for Custom Hardware Accelerators')",2,"('Involutive bordered Floer homology', 'The cohomology of free loop spaces of homogeneous spaces')",2.0,"('Understanding Membership Inferences on Well-Generalized Learning Models', 'Semi-Supervised Approaches to Efficient Evaluation of Model Prediction Performance')",2.0,"('Network topology of neural systems supporting avalanche dynamics predicts stimulus propagation and recovery', 'Optimal stimulation protocol in a bistable synaptic consolidation model')",2.0,,
365,"('Strong-coupling of WSe2 in ultra-compact plasmonic nanocavities at room temperature', 'Predictive Simulations for Tuning Electronic and Optical Properties of SubPc Derivatives')",2.0,"('An enhanced method to compute the similarity between concepts of ontology', 'Effective Reformulation of Query for Code Search using Crowdsourced Knowledge and Extra-Large Data Analytics', 'Improved Query Reformulation for Concept Location using CodeRank and Document Structures', 'Detecting Near Duplicates in Software Documentation')",2,"('Estimates for maximal functions associated to hypersurfaces in $\\Bbb R^3$ with height $h<2:$ Part I', 'Eigenvalues of compactly perturbed operators via entropy numbers')",2.0,"('A general class of quasi-independence tests for left-truncated right-censored data', 'Projecting UK Mortality using Bayesian Generalised Additive Models')",2.0,"('Exploration-exploitation tradeoffs dictate the optimal distributions of phenotypes for populations subject to fitness fluctuations', 'Eco-evolutionary feedbacks - theoretical models and perspectives', 'Immigration-induced phase transition in a regulated multispecies birth-death process', 'Non-equilibrium time dynamics of genetic evolution', 'Sex-biased dispersal: a review of the theory', 'Universal fitness dynamics through an adaptive resource utilization model', 'Co-evolution of nodes and links: diversity driven coexistence in cyclic competition of three species')",2.0,,
366,"('Quantum oscillations and a non-trivial Berry phase in the noncentrosymmetric superconductor BiPd', 'Fulde-Ferrell-Larkin-Ovchinnikov state in spin-orbit-coupled superconductors')",2.0,"('LAAIR: A Layered Architecture for Autonomous Interactive Robots', 'FluxMarker: Enhancing Tactile Graphics with Dynamic Tactile Markers', 'User Experience of the CoSTAR System for Instruction of Collaborative Robots', 'Tracking Gaze and Visual Focus of Attention of People Involved in Social Interaction', 'Autonomy in the interactive music system VIVO')",2,"('Variations on a Visserian Theme', 'A strong failure of aleph_0-stability for atomic classes')",2.0,"('A Structured Approach to the Analysis of Remote Sensing Images', 'Data-Efficient Design Exploration through Surrogate-Assisted Illumination')",2.0,"('A Novel Model of Cancer-Induced Peripheral Neuropathy and the Role of TRPA1 in Pain Transduction', 'Zinc oxide induces the stringent response and major reorientations in the central metabolism of Bacillus subtilis', 'Involvement of Surfactant Protein D in Ebola Virus Infection Enhancement via Glycoprotein Interaction', 'The PomXYZ Proteins Self-Organize on the Bacterial Nucleoid to Stimulate Cell Division')",2.0,,
367,"('Variability response functions for statically determinate beams with arbitrary nonlinear constitutive laws', 'The Peridynamic Stress Tensors and the Non-local to Local Passage')",2.0,"('Gaussian Kernel in Quantum Paradigm', 'Moderate Deviation Analysis for Classical-Quantum Channels and Quantum Hypothesis Testing', 'Output Impedance Diffusion into Lossy Power Lines')",2,"('Lower bounds on the Bergman metric near points of infinite type', 'Unconditional bases of subspaces related to non-self-adjoint perturbations of self-adjoint operators')",2.0,"('Development of probabilistic dam breach model using Bayesian inference', 'On constraining projections of future climate using observations and simulations from multiple climate models', 'Analysis of Annual Cyclone Frequencies over Bay of Bengal: Effect of 2004 Indian Ocean Tsunami', 'Using Mode Connectivity for Loss Landscape Analysis', 'Trends in European flood risk over the past 150 years')",2.0,"('Network flow of mobile agents enhances the evolution of cooperation', 'Nonlinear learning and learning advantages in evolutionary games', 'Evolutionary multiplayer games on graphs with edge diversity')",2.0,,
368,"('Speculation On a Source of Dark Matter', 'Static structure of chameleon dark Matter as an explanation of dwarf spheroidal galactic core')",2.0,"('InverseFaceNet: Deep Monocular Inverse Face Rendering', 'Automatic Brain Tumor Detection and Segmentation Using U-Net Based Fully Convolutional Networks')",2,"('Concentration of $1$-Lipschitz functions on manifolds with boundary with Dirichlet boundary condition', ""Uhlenbeck's decomposition in Sobolev and Morrey-Sobolev spaces"")",2.0,"('Attention-Based Guided Structured Sparsity of Deep Neural Networks', 'Essentially No Barriers in Neural Network Energy Landscape', 'Low-Precision Floating-Point Schemes for Neural Network Training', 'Sparse Deep Neural Network Exact Solutions', 'Flexible Deep Neural Network Processing', 'Soft Weight-Sharing for Neural Network Compression', 'Data-Dependent Coresets for Compressing Neural Networks with Applications to Generalization Bounds', 'DCFNet: Deep Neural Network with Decomposed Convolutional Filters', 'On decision regions of narrow deep neural networks', 'Binary Ensemble Neural Network: More Bits per Network or More Networks per Bit?')",2.0,"('Social versus Moral preferences in the Ultimatum Game: A theoretical model and an experiment', 'Time pressure and honesty in a deception game', 'Can justice be fair when it is blind? How social network structures can promote or prevent the evolution of despotism')",2.0,,
369,"('Resonant particle production during inflation: a full analytical study', 'Quantum Black Holes and Atomic Nuclei are Hollow')",2.0,"('Design Decisions for Weave: A Real-Time Web-based Collaborative Visualization Framework', 'An information model for modular robots: the Hardware Robot Information Model (HRIM)', 'Automatic segmentation of trees in dynamic outdoor environments', 'Knowledge Reuse for Customization: Metamodels in an Open Design Community for 3d Printing')",2,"('Inverse monoids and immersions of cell complexes', 'Strong homotopy types of acyclic categories and $Δ$-complexes', 'Relative Singularity Categories', 'Arrow Categories of Monoidal Model Categories', 'Algebraic operads up to homotopy', 'Extended TQFT arising from enriched multi-fusion categories', 'Double Homotopy (Co)Limits for Relative Categories', 'Functors and morphisms determined by subcategories')",2.0,"('GroupReduce: Block-Wise Low-Rank Approximation for Neural Language Model Shrinking', 'Detecting Learning vs Memorization in Deep Neural Networks using Shared Structure Validation Sets', 'DAGs with NO TEARS: Continuous Optimization for Structure Learning')",2.0,"('An Unsupervised Homogenization Pipeline for Clustering Similar Patients using Electronic Health Record Data', 'Detecting Multiple Change Points Using Adaptive Regression Splines with Application to Neural Recordings')",2.0,,
370,"('Acoustic Impedance Calculation via Numerical Solution of the Inverse Helmholtz Problem', 'Linearization of the box-ball system: an elementary approach')",2.0,"('Robustness against the channel effect in pathological voice detection', 'Modality Attention for End-to-End Audio-visual Speech Recognition', 'Listen to Your Face: Inferring Facial Action Units from Audio Channel')",2,"('Flatness results for nonlocal minimal cones and subgraphs', 'Willis Theory via Graphs', 'The list chromatic number of graphs with small clique number', 'Cayley properties of the line graphs induced by of consecutive layers of the hypercube', 'Counting Dominating Sets of Graphs', 'Graph complexity and Mahler measure', 'A Macdonald refined topological vertex', 'An upper bound on the distinguishing index of graphs with minimum degree at least two', 'Hook removal operators on the odd Young graph', 'Cycle packings of the complete multigraph', 'Do triangle-free planar graphs have exponentially many 3-colorings?', 'On measures of edge-uncolorability of cubic graphs: A brief survey and some new results', 'A Complete Characterization of the 1-Dimensional Intrinsic Cech Persistence Diagrams for Metric Graphs', 'Some algebraic invariants of edge ideal of circulant graphs')",2.0,"('Model-based Clustering with Sparse Covariance Matrices', 'Lasso ANOVA Decompositions for Matrix and Tensor Data', 'Identifying and Alleviating Concept Drift in Streaming Tensor Decomposition')",2.0,"('Exploration-exploitation tradeoffs dictate the optimal distributions of phenotypes for populations subject to fitness fluctuations', 'Non-equilibrium time dynamics of genetic evolution')",2.0,,
371,"('Viscous dynamics of drops and bubbles in Hele-Shaw cells: drainage, drag friction, coalescence, and bursting', 'Mass and moment of inertia govern the transition in the dynamics and wakes of freely rising and falling cylinders', 'Surface tension of flowing soap films', 'Cross-stream migration of a surfactant-laden deformable droplet in a Poiseuille flow')",2.0,"('Optimizing Mission Critical Data Dissemination in Massive IoT Networks', 'SecureTime: Secure Multicast Time Synchronization', 'Multi-Hop Extensions of Energy-Efficient Wireless Sensor Network Time Synchronization', 'Security Trust Zone in 5G Networks', 'Latency Optimal Broadcasting in Noisy Wireless Mesh Networks', 'AACT: Application-Aware Cooperative Time Allocation for Internet of Things')",2,"('Regularity of envelopes in Kähler classes', 'Automorphisms and deformations of conformally Kähler, Einstein-Maxwell metrics')",2.0,"('Comparing Covariate Prioritization via Matching to Machine Learning Methods for Causal Inference using Five Empirical Applications', 'A Generalized Framework for the Estimation of Causal Moderation Effects with Randomized Treatments and Non-Randomized Moderators', 'A powerful approach to the study of moderate effect modification in observational studies', 'Adjusting for bias introduced by instrumental variable estimation in the Cox Proportional Hazards Model', 'Congenial Causal Inference with Binary Structural Nested Mean Models', 'A Probabilistic Disease Progression Model for Predicting Future Clinical Outcome', 'Estimating Heterogeneous Causal Effects in the Presence of Irregular Assignment Mechanisms', 'Markov Models for Health Economic Evaluations: The R Package heemod', 'A Longitudinal Higher-Order Diagnostic Classification Model', 'Comparison of methods for early-readmission prediction in a high-dimensional heterogeneous covariates and time-to-event outcome framework', 'Robust and Flexible Estimation of Stochastic Mediation Effects: A Proposed Method and Example in a Randomized Trial Setting', 'Treatment Effect Quantification for Time-to-event Endpoints -- Estimands, Analysis Strategies, and beyond', 'The stratified micro-randomized trial design: sample size considerations for testing nested causal effects of time-varying treatments')",2.0,"('The Frequent Network Neighborhood Mapping of the Human Hippocampus Shows Much More Frequent Neighbor Sets in Males Than in Females', 'Finding influential nodes for integration in brain networks using optimal percolation theory', 'Combined MEG and fMRI Exponential Random Graph Modeling for inferring functional Brain Connectivity')",2.0,,
372,"('Slow and Long-ranged Dynamical Heterogeneities in Dissipative Fluids', 'Multiscale Modeling of Shock Wave Localization in Porous Energetic Material', 'A Review of Macroscopic Motion in Thermodynamic Equilibrium')",2.0,"('Adaptive Diffusion Processes of Time-Varying Local Information on Networks', 'On Efficiently Detecting Overlapping Communities over Distributed Dynamic Graphs', 'Detecting Topological Changes in Dynamic Community Networks', 'Persistent Spread Measurement for Big Network Data Based on Register Intersection')",2,"('Enumeration of singular varieties with tangency conditions', 'Classification of pro-$p$ PD$^2$ pairs and the pro-$p$ curve complex', 'On the geometry of the moduli space of sheaves supported on curves of genus two in a quadric surface')",2.0,"('Efficient sampling of conditioned Markov jump processes', 'Oracle Importance Sampling for Stochastic Simulation Models', 'Smoothing with Couplings of Conditional Particle Filters', 'Discontinuous Hamiltonian Monte Carlo for discrete parameters and discontinuous likelihoods', 'Weighted batch means estimators in Markov chain Monte Carlo', 'Resampling Strategy in Sequential Monte Carlo for Constrained Sampling Problems', 'Model comparison for Gibbs random fields using noisy reversible jump Markov chain Monte Carlo', 'Unbiased Simulation for Optimizing Stochastic Function Compositions', 'An Information-Theoretic Analysis for Thompson Sampling with Many Actions', 'Stability of Conditional Sequential Monte Carlo', 'Complexity Results for MCMC derived from Quantitative Bounds')",2.0,"('A Parsimonious Dynamical Model for Structural Learning in the Human Brain', 'Is Information in the Brain Represented in Continuous or Discrete Form?')",2.0,,
373,"('Acoustic Impedance Calculation via Numerical Solution of the Inverse Helmholtz Problem', 'Variability response functions for statically determinate beams with arbitrary nonlinear constitutive laws')",2.0,"('An enhanced method to compute the similarity between concepts of ontology', 'Effective Reformulation of Query for Code Search using Crowdsourced Knowledge and Extra-Large Data Analytics', 'Detecting Near Duplicates in Software Documentation')",2,"('On algebraically integrable domains in Euclidean spaces', 'Dehn invariant of flexible polyhedra')",2.0,"('Robust and Efficient Boosting Method using the Conditional Risk', 'Enhanced version of AdaBoostM1 with J48 Tree learning method', 'Understanding Membership Inferences on Well-Generalized Learning Models', 'Semi-Supervised Approaches to Efficient Evaluation of Model Prediction Performance', 'Alternate Estimation of a Classifier and the Class-Prior from Positive and Unlabeled Data', 'On semi-supervised learning', 'Optimizing Prediction Intervals by Tuning Random Forest via Meta-Validation', 'Finding Influential Training Samples for Gradient Boosted Decision Trees')",2.0,"('Connecting the dots between mechanosensitive channel abundance, osmotic shock, and survival at single-cell resolution', 'Maximum entropy and population heterogeneity in continuous cell cultures')",2.0,,
374,"('Pattern-forming fronts in a Swift-Hohenberg equation with directional quenching - parallel and oblique stripes', 'Multiphase Flows of N Immiscible Incompressible Fluids: An Outflow/Open Boundary Condition and Algorithm')",2.0,"('A New Achievable Rate Region for Multiple-Access Channel with States', 'Mitigation of Phase Noise in Massive MIMO Systems: A Rate-Splitting Approach', 'On the Computation of the Shannon Capacity of a Discrete Channel with Noise', 'Performance Scaling Law for Multi-Cell Multi-User Massive MIMO', 'The adaptive zero-error capacity for a class of channels with noisy feedback')",2,"('Leavitt path algebras: Graded direct-finiteness and graded $Σ$-injective simple modules', '$Σ$-pure-injective modules for string algebras and linear relations', 'Ringel duality as an instance of Koszul duality')",2.0,"('A Generalized Framework for the Estimation of Causal Moderation Effects with Randomized Treatments and Non-Randomized Moderators', 'A powerful approach to the study of moderate effect modification in observational studies', 'Adjusting for bias introduced by instrumental variable estimation in the Cox Proportional Hazards Model', 'A Probabilistic Disease Progression Model for Predicting Future Clinical Outcome', 'A Longitudinal Higher-Order Diagnostic Classification Model', 'Comparison of methods for early-readmission prediction in a high-dimensional heterogeneous covariates and time-to-event outcome framework', 'Robust and Flexible Estimation of Stochastic Mediation Effects: A Proposed Method and Example in a Randomized Trial Setting', 'Treatment Effect Quantification for Time-to-event Endpoints -- Estimands, Analysis Strategies, and beyond', 'On the analysis of personalized medication response and classification of case vs control patients in mobile health studies: the mPower case study', 'The stratified micro-randomized trial design: sample size considerations for testing nested causal effects of time-varying treatments')",2.0,"('Network flow of mobile agents enhances the evolution of cooperation', 'Environmental feedback drives cooperation in spatial social dilemmas')",2.0,,
375,"('Interlayer coupling and gate-tunable excitons in transition metal dichalcogenide heterostructures', 'Quasiparticles and charge transfer at the two surfaces of the honeycomb iridate Na$_2$IrO$_3$')",2.0,"('A Survey of Model Compression and Acceleration for Deep Neural Networks', 'EnergyNet: Energy-based Adaptive Structural Learning of Artificial Neural Network Architectures')",2,"('Curvature in Hamiltonian Mechanics And The Einstein-Maxwell-Dilaton Action', 'Stability of the Poincaré bundle', 'Morse geodesics in torsion groups')",2.0,"('Application of Self-Play Reinforcement Learning to a Four-Player Game of Imperfect Information', 'COLA: Decentralized Linear Learning')",2.0,"('A Critical-like Collective State Leads to Long-range Cell Communication in Dictyostelium discoideum Aggregation', 'Angiogenic Factors produced by Hypoxic Cells are a leading driver of Anastomoses in Sprouting Angiogenesis---a computational study')",2.0,,
376,"('Preliminary corrosion studies of IN-RAFM steel with stagnant Lead Lithium at 550 C', 'Neutronic Analysis on Potential Accident Tolerant Fuel-Cladding Combination U$_3$Si$_2$-FeCrAl', 'Dynamic dipole polarizabilities of heteronuclear alkali dimers: optical response, trapping and control of ultracold molecules')",2.0,"('H-infinity Filtering for Cloud-Aided Semi-active Suspension with Delayed Information', 'Real-Time Model Predictive Control for Energy Management in Autonomous Underwater Vehicle')",2,"('Second-Order Analysis and Numerical Approximation for Bang-Bang Bilinear Control Problems', 'Quantitative statistical stability and speed of convergence to equilibrium for partially hyperbolic skew products')",2.0,"('Efficient sampling of conditioned Markov jump processes', 'A Bayesian Nonparametrics based Robust Particle Filter Algorithm', 'Resampling Strategy in Sequential Monte Carlo for Constrained Sampling Problems')",2.0,"('PT-Spike: A Precise-Time-Dependent Single Spike Neuromorphic Architecture with Efficient Supervised Learning', 'Analog control with two Artificial Axons')",2.0,,
377,"('Synchronous Observation on the Spontaneous Transformation of Liquid Metal under Free Falling Microgravity Situation', 'Rotation of a synchronous viscoelastic shell')",2.0,"('Stacking-based Deep Neural Network: Deep Analytic Network on Convolutional Spectral Histogram Features', 'Structured Connectivity Augmentation')",2,"('Bounded gaps between primes in short intervals', 'Fractal curves from prime trigonometric series')",2.0,"('Deep Fluids: A Generative Network for Parameterized Fluid Simulations', 'U-SLADS: Unsupervised Learning Approach for Dynamic Dendrite Sampling')",2.0,"('The morphodynamics of 3D migrating cancer cells', 'An In Vitro Vascularized Tumor Platform for Modeling Breast Tumor Stromal Interactions and Characterizing the Subsequent Response', 'A Hybrid Multiscale Model for Cancer Invasion of the Extracellular Matrix', 'Nonautonomous Dynamics of Acute Cell Injury')",2.0,,
378,"('Vibrational Density Matrix Renormalization Group', 'High temperature thermodynamics of the honeycomb-lattice Kitaev-Heisenberg model: A high temperature series expansion study')",2.0,"('Typed Closure Conversion for the Calculus of Constructions', 'Representing Hybrid Automata by Action Language Modulo Theories')",2,"('Generalized Lambert series and arithmetic nature of odd zeta values', ""On Popov's formula involving the Von Mangoldt function"")",2.0,"('Asynchronous Byzantine Machine Learning (the case of SGD)', 'Fast Global Convergence via Landscape of Empirical Loss')",2.0,"('Inferring Information Flow in Spike-train Data Sets using a Trial-Shuffle Method', 'From Neuronal Models to Neuronal Dynamics and Image Processing')",2.0,,
379,"('Searching for the Transit of the Earth--mass exoplanet Proxima~Centauri~b in Antarctica: Preliminary Result', 'Centroid vetting of transiting planet candidates from the Next Generation Transit Survey')",2.0,"('Of the People: Voting Is More Effective with Representative Candidates', 'Measuring scientific buzz')",2,"('On M-functions associated with modular forms', ""Universal elliptic Gauß sums for Atkin primes in Schoof's algorithm"")",2.0,"('Understanding Membership Inferences on Well-Generalized Learning Models', 'Optimizing Prediction Intervals by Tuning Random Forest via Meta-Validation')",2.0,"('Search for Food of Birds, Fish and Insects', ""The common patterns of abundance: the log series and Zipf's law"")",2.0,,
380,"('Anisotropic exchange and spin-wave damping in pure and electron-doped Sr$_2$IrO$_4$', ""Pressure tuning of structure, superconductivity and novel magnetic order in the Ce-underdoped electron-doped cuprate T'-Pr_1.3-xLa_0.7Ce_xCuO_4 (x = 0.1)"")",2.0,"('Economically Efficient Combined Plant and Controller Design Using Batch Bayesian Optimization: Mathematical Framework and Airborne Wind Energy Case Study', 'A Systematic Approach for Exploring Tradeoffs in Predictive HVAC Control Systems for Buildings', 'Model Predictive Control for Distributed Microgrid Battery Energy Storage Systems')",2,"('New type integral inequalities for convex functions with applications II', 'Convexity of level lines of Martin functions and applications', 'Uniform $L^p$-improving for weighted averages on curves')",2.0,"('Noise Statistics Oblivious GARD For Robust Regression With Sparse Outliers', 'A Bootstrap Lasso + Partial Ridge Method to Construct Confidence Intervals for Parameters in High-dimensional Sparse Linear Models')",2.0,"('Kinetic modelling of competition and depletion of shared miRNAs by competing endogenous RNAs', 'Local migration quantification method for scratch assays')",2.0,,
